Year,Name,PP,DD,MM,FF,Mode,Ch,Movie,Nom,Pic,Dir,Aml,Afl,PrN,PrW,PrNl,PrWl,Gdr,Gmc,Gd,Gm1,Gm2,Gf1,Gf2,PGA,DGA,SAM,SAF,Age,Length,Days
1999,American,1,0,0,0,1,1,American,8,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,122,177
1999,Cider,1,0,0,0,2,2,Cider,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,100
1999,Green,1,0,0,0,3,2,Green,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,107
1999,Insider,1,0,0,0,4,2,Insider,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,142
1999,Sixth,1,0,0,0,5,2,Sixth,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,233
1999,Hallstrom,0,1,0,0,1,2,Cider,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Jonze,0,1,0,0,2,2,Malkovich,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,MannM,0,1,0,0,3,2,Insider,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Mendes,0,1,0,0,4,1,American,8,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1999,Shyamalan,0,1,0,0,5,2,Sixth,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Crowe,0,0,1,0,1,2,Insider,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1999,Farnsworth,0,0,1,0,2,2,Straight,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0
1999,Penn,0,0,1,0,3,2,Sweet,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
1999,Spacey,0,0,1,0,4,1,American,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0
1999,Washington,0,0,1,0,5,2,Hurricane,1,0,0,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0
1999,Bening,0,0,0,1,1,2,American,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0
1999,McTeer,0,0,0,1,2,2,Tumbleweeds,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0
1999,MooreJ,0,0,0,1,3,2,Affair,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
1999,Streep,0,0,0,1,4,2,Music,2,0,0,0,1,11,2,9,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0
1999,Swank,0,0,0,1,5,1,Boys,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0
1998,Beautiful,1,0,0,0,1,2,Beautiful,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,149
1998,Elizabeth,1,0,0,0,2,2,Elizabeth,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,135
1998,Saving,1,0,0,0,3,2,Saving,11,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,170,240
1998,Shakespeare,1,0,0,0,4,1,Shakespeare,13,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122,86
1998,Thin,1,0,0,0,5,2,Thin,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,72
1998,Benigni,0,1,0,0,1,2,Beautiful,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Madden,0,1,0,0,2,2,Shakespeare,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Malick,0,1,0,0,3,2,Thin,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Spielberg,0,1,0,0,4,1,Saving,11,1,1,1,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1998,Weir,0,1,0,0,5,2,Truman,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Benigni,0,0,1,0,1,1,Beautiful,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0
1998,Hanks,0,0,1,0,2,2,Saving,11,1,1,1,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,42,0,0
1998,McKellen,0,0,1,0,3,2,Gods,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
1998,Nolte,0,0,1,0,4,2,Affliction,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
1998,Norton,0,0,1,0,5,2,American,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
1998,Blanchett,0,0,0,1,1,2,Elizabeth,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0
1998,Montenegro,0,0,0,1,2,2,Central,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
1998,Paltrow,0,0,0,1,3,1,Shakespeare,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26,0,0
1998,Streep,0,0,0,1,4,2,One,1,0,0,0,1,10,2,8,1,0,0,0,0,0,0,0,0,0,0,0,49,0,0
1998,Watson,0,0,0,1,5,2,Hilary,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
1997,Gets,1,0,0,0,1,2,Gets,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139,88
1997,LA,1,0,0,0,2,2,LA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,185
1997,Monty,1,0,0,0,3,2,Monty,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,161
1997,Titanic,1,0,0,0,4,1,Titanic,14,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,194,94
1997,Will,1,0,0,0,5,2,Will,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,108
1997,Cameron,0,1,0,0,1,1,Titanic,14,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1997,Cattaneo,0,1,0,0,2,2,Monty,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Egoyan,0,1,0,0,3,2,Hereafter,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Hanson,0,1,0,0,4,2,LA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,VanSant,0,1,0,0,5,2,Will,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Damon,0,0,1,0,1,2,Will,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
1997,Duvall,0,0,1,0,2,2,Apostle,1,0,0,1,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,66,0,0
1997,FondaP,0,0,1,0,3,2,Ulee,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57,0,0
1997,Hoffman,0,0,1,0,4,2,Wag,2,0,0,1,0,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,60,0,0
1997,Nicholson,0,0,1,0,5,1,Gets,7,1,0,1,1,10,2,6,1,0,0,0,0,1,0,0,0,0,1,0,60,0,0
1997,BonhamCarter,0,0,0,1,1,2,Wings,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
1997,Christie,0,0,0,1,2,2,Afterglow,1,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0
1997,Dench,0,0,0,1,3,2,Brown,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63,0,0
1997,Hunt,0,0,0,1,4,1,Gets,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,34,0,0
1997,Winslet,0,0,0,1,5,2,Titanic,14,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
1996,English,1,0,0,0,1,1,English,12,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,160,129
1996,Fargo,1,0,0,0,2,2,Fargo,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,381
1996,Jerry,1,0,0,0,3,2,Jerry,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,101
1996,Secrets,1,0,0,0,4,2,Secrets,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,178
1996,Shine,1,0,0,0,5,2,Shine,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,124
1996,Coen,0,1,0,0,1,2,Fargo,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Forman,0,1,0,0,2,2,Flynt,2,0,1,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1996,Hicks,0,1,0,0,3,2,Shine,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Leigh,0,1,0,0,4,2,Secrets,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Minghella,0,1,0,0,5,1,English,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,Cruise,0,0,1,0,1,2,Jerry,5,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0
1996,Fiennes,0,0,1,0,2,2,English,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
1996,Harrelson,0,0,1,0,3,2,Flynt,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1996,Rush,0,0,1,0,4,1,Shine,7,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45,0,0
1996,Thornton,0,0,1,0,5,2,Sling,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
1996,Blethyn,0,0,0,1,1,2,Secrets,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0
1996,Keaton,0,0,0,1,2,2,Marvin,1,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0
1996,McDormand,0,0,0,1,3,1,Fargo,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0
1996,ScottThomas,0,0,0,1,4,2,English,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
1996,Watson,0,0,0,1,5,2,Breaking,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
1995,Apollo,1,0,0,0,1,2,Apollo,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140,269
1995,Babe,1,0,0,0,2,2,Babe,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,234
1995,Braveheart,1,0,0,0,3,1,Braveheart,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,306
1995,Postino,1,0,0,0,4,2,Postino,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,285
1995,Sense,1,0,0,0,5,2,Sense,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136,103
1995,Figgis,0,1,0,0,1,2,Vegas,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Gibson,0,1,0,0,2,1,Braveheart,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1995,Noonan,0,1,0,0,3,2,Babe,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Radford,0,1,0,0,4,2,Postino,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,RobbinsT,0,1,0,0,5,2,Dead,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Cage,0,0,1,0,1,1,Vegas,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31,0,0
1995,Dreyfuss,0,0,1,0,2,2,Holland,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0
1995,Hopkins,0,0,1,0,3,2,Nixon,4,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,58,0,0
1995,Penn,0,0,1,0,4,2,Dead,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
1995,Troisi,0,0,1,0,5,2,Postino,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
1995,Sarandon,0,0,0,1,1,1,Dead,4,0,1,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0
1995,Shue,0,0,0,1,2,2,Vegas,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
1995,Stone,0,0,0,1,3,2,Casino,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0
1995,Streep,0,0,0,1,4,2,Bridges,1,0,0,0,1,9,2,7,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0
1995,Thompson,0,0,0,1,5,2,Sense,7,1,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0
1994,Forrest,1,0,0,0,1,1,Forrest,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,142,264
1994,Pulp,1,0,0,0,2,2,Pulp,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,164
1994,Quiz,1,0,0,0,3,2,Quiz,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,194
1994,Shawshank,1,0,0,0,4,2,Shawshank,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,185
1994,Weddings,1,0,0,0,5,2,Weddings,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,205
1994,Allen,0,1,0,0,1,2,Bullets,7,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Kieslowski,0,1,0,0,2,2,Red,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Redford,0,1,0,0,3,2,Quiz,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Tarantino,0,1,0,0,4,2,Pulp,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Zemeckis,0,1,0,0,5,1,Forrest,13,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1994,Freeman,0,0,1,0,1,2,Shawshank,7,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
1994,Hanks,0,0,1,0,2,1,Forrest,13,1,1,1,0,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0,38,0,0
1994,Hawthorne,0,0,1,0,3,2,Madness,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0
1994,Newman,0,0,1,0,4,2,Fool,2,0,0,1,0,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,69,0,0
1994,Travolta,0,0,1,0,5,2,Pulp,7,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
1994,Foster,0,0,0,1,1,2,Nell,1,0,0,0,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,32,0,0
1994,Lange,0,0,0,1,2,1,Blue,1,0,0,0,1,5,1,4,0,0,0,0,0,0,1,0,0,0,0,0,45,0,0
1994,Richardson,0,0,0,1,3,2,Tom,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
1994,Ryder,0,0,0,1,4,2,Little,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
1994,Sarandon,0,0,0,1,5,2,Client,1,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
1993,Fugitive,1,0,0,0,1,2,Fugitive,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,227
1993,Name,1,0,0,0,2,2,Name,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,65
1993,Piano,1,0,0,0,3,2,Piano,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,129
1993,Remains,1,0,0,0,4,2,Remains,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,136
1993,Schindler,1,0,0,0,5,1,Schindler,12,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,194,96
1993,Altman,0,1,0,0,1,2,Short,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Campion,0,1,0,0,2,2,Piano,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Ivory,0,1,0,0,3,2,Remains,8,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Sheridan,0,1,0,0,4,2,Name,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Spielberg,0,1,0,0,5,1,Schindler,12,1,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1993,DayLewis,0,0,1,0,1,2,Name,7,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0
1993,Fishburne,0,0,1,0,2,2,Love,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
1993,Hanks,0,0,1,0,3,1,Philadelphia,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0
1993,Hopkins,0,0,1,0,4,2,Remains,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0
1993,Neeson,0,0,1,0,5,2,Schindler,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
1993,Bassett,0,0,0,1,1,2,Love,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0
1993,Channing,0,0,0,1,2,2,Degrees,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
1993,Hunter,0,0,0,1,3,1,Piano,8,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,35,0,0
1993,Thompson,0,0,0,1,4,2,Remains,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,34,0,0
1993,Winger,0,0,0,1,5,2,Shadowlands,2,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
1992,Crying,1,0,0,0,1,2,Crying,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,124
1992,Few,1,0,0,0,2,2,Few,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,108
1992,Howards,1,0,0,0,3,2,Howards,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,381
1992,Scent,1,0,0,0,4,2,Scent,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,157,96
1992,Unforgiven,1,0,0,0,5,1,Unforgiven,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,234
1992,Altman,0,1,0,0,1,2,Player,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Brest,0,1,0,0,2,2,Scent,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Eastwood,0,1,0,0,3,1,Unforgiven,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1992,Ivory,0,1,0,0,4,2,Howards,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Jordan,0,1,0,0,5,2,Crying,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Downey,0,0,1,0,1,2,Chaplin,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
1992,Eastwood,0,0,1,0,2,2,Unforgiven,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0
1992,Pacino,0,0,1,0,3,1,Scent,4,1,1,1,0,6,0,4,0,0,0,0,1,0,0,0,0,0,0,0,52,0,0
1992,Rea,0,0,1,0,4,2,Crying,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
1992,Washington,0,0,1,0,5,2,Malcolm,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
1992,Deneuve,0,0,0,1,1,2,Indochine,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
1992,McDonnell,0,0,0,1,2,2,Passion,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
1992,Pfeiffer,0,0,0,1,3,2,Love,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
1992,Sarandon,0,0,0,1,4,2,Lorenzo,2,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
1992,Thompson,0,0,0,1,5,1,Howards,9,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0
1991,Beauty,1,0,0,0,1,2,Beauty,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,129
1991,Bugsy,1,0,0,0,2,2,Bugsy,10,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,134,108
1991,JFK,1,0,0,0,3,2,JFK,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,101
